date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:26:25	84772/84772	---M--	200	added ('OK')	font/woff2	etag:%2254b0b4e7de85711c3796882b2b19eb00%22	https://edumon-nextjs.vercel.app/_next/static/media/la-brands-400.122c4137.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-brands-400.122c4137.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:25	98673/98673	---M--	200	added ('OK')	font/woff	etag:%22fb598c9ccecd5fa1c6c769d0be60973b%22	https://edumon-nextjs.vercel.app/_next/static/media/la-brands-400.1ec1f0f5.woff	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-brands-400.1ec1f0f5.woff	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:26	156072/156072	---MCZ	200	added ('OK')	font/ttf	etag:W/%22bbf83f8bb1039cd860051299d64ebcfd%22	https://edumon-nextjs.vercel.app/_next/static/media/la-brands-400.4343d0c0.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-brands-400.4343d0c0.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:27	33916/33916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222746742c09b070f74bd7d555e6b959fa%22	https://edumon-nextjs.vercel.app/_next/static/media/la-regular-400.7b67c533.eot	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-regular-400.7b67c533.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:28	927335/927335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229769d0a6a42cf73df12bc63a7a994131%22	https://edumon-nextjs.vercel.app/_next/static/media/la-brands-400.76d3b8a5.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-brands-400.76d3b8a5.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:28	33916/33916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222746742c09b070f74bd7d555e6b959fa%22	https://edumon-nextjs.vercel.app/_next/static/media/la-regular-400.7b67c533.eot?	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-regular-400.7b67c533d41d.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:29	12900/12900	---M--	200	added ('OK')	font/woff2	etag:%2288d9d9416c58bde56378dc4439e3a144%22	https://edumon-nextjs.vercel.app/_next/static/media/la-regular-400.bfaaab46.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-regular-400.bfaaab46.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:30	15489/15489	---M--	200	added ('OK')	font/woff	etag:%22338f6f873b90c8045204f8ac52408166%22	https://edumon-nextjs.vercel.app/_next/static/media/la-regular-400.f45e994d.woff	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-regular-400.f45e994d.woff	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:30	33724/33724	---MCZ	200	added ('OK')	font/ttf	etag:W/%2287dab6ff12ea107dafe1d52ec19c2ed8%22	https://edumon-nextjs.vercel.app/_next/static/media/la-regular-400.df0ba4ff.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-regular-400.df0ba4ff.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:31	113535/113535	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255c57a74937e6de260b67c62522f7ea1%22	https://edumon-nextjs.vercel.app/_next/static/media/la-regular-400.5e18e0c4.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-regular-400.5e18e0c4.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:32	226322/226322	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22019f370d36a6755521316a33e3ce5f0a%22	https://edumon-nextjs.vercel.app/_next/static/media/la-solid-900.215bd6ae.eot	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-solid-900.215bd6ae.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:33	226322/226322	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22019f370d36a6755521316a33e3ce5f0a%22	https://edumon-nextjs.vercel.app/_next/static/media/la-solid-900.215bd6ae.eot?	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-solid-900.215bd6aed41d.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:34	96752/96752	---M--	200	added ('OK')	font/woff2	etag:%2236fc297902c9a2e857858baa6ac25f2c%22	https://edumon-nextjs.vercel.app/_next/static/media/la-solid-900.8e5c796f.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-solid-900.8e5c796f.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:34	125421/125421	---M--	200	added ('OK')	font/woff	etag:%2287292218024ee1cab93406e228a0b7dd%22	https://edumon-nextjs.vercel.app/_next/static/media/la-solid-900.7dd81512.woff	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-solid-900.7dd81512.woff	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:35	226138/226138	---MCZ	200	added ('OK')	font/ttf	etag:W/%22f4143c8b150d64e571d74a343ffc9d47%22	https://edumon-nextjs.vercel.app/_next/static/media/la-solid-900.39cc0040.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-solid-900.39cc0040.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:36	923165/923165	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c2386553b7d822f92605d030b991128e%22	https://edumon-nextjs.vercel.app/_next/static/media/la-solid-900.861e4bd1.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-solid-900.861e4bd1.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:36	1420/1420	---M--	200	added ('OK')	image/png	etag:%22a359e5cbf6e47515f5cac0630b471deb%22	https://edumon-nextjs.vercel.app/_next/static/media/close.cb0ab1bf.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/close.cb0ab1bf.png	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:37	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22c5cd7f5300576ab4c88202b42f6ded62%22	https://edumon-nextjs.vercel.app/_next/static/media/ajax-loader.0b80f665.gif	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/ajax-loader.0b80f665.gif	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:38	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ced611daf7709cc778da928fec876475%22	https://edumon-nextjs.vercel.app/_next/static/media/slick.25572f22.eot	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/slick.25572f22.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:39	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ced611daf7709cc778da928fec876475%22	https://edumon-nextjs.vercel.app/_next/static/media/slick.25572f22.eot?	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/slick.25572f22d41d.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:40	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22b7c9e1e479de3b53f1e4e30ebac2403a%22	https://edumon-nextjs.vercel.app/_next/static/media/slick.653a4cbb.woff	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/slick.653a4cbb.woff	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:41	1892/1892	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d41f55a78e6f49a5512878df1737e58a%22	https://edumon-nextjs.vercel.app/_next/static/media/slick.6aa1ee46.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/slick.6aa1ee46.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:42	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f97e3bbf73254b0112091d0192f17aec%22	https://edumon-nextjs.vercel.app/_next/static/media/slick.f895cfdf.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/slick.f895cfdf.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/84d6d05f95d6292c.css)
21:26:43	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222c454669bdf3aebf32a1bd8ac1e0d2d6%22	https://edumon-nextjs.vercel.app/_next/static/media/themify.05048044.eot	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/themify.05048044.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/eca7b47e9a0364e6.css)
21:26:43	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222c454669bdf3aebf32a1bd8ac1e0d2d6%22	https://edumon-nextjs.vercel.app/_next/static/media/themify.05048044.eot?	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/themify.05048044d41d.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/eca7b47e9a0364e6.css)
21:26:44	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22a1ecc3b826d01251edddf29c3e4e1e97%22	https://edumon-nextjs.vercel.app/_next/static/media/themify.58ecddba.woff	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/themify.58ecddba.woff	(from https://edumon-nextjs.vercel.app/_next/static/css/eca7b47e9a0364e6.css)
21:26:45	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e23a7dcaefbde4e74e263247aa42ecd7%22	https://edumon-nextjs.vercel.app/_next/static/media/themify.6cb5a30a.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/themify.6cb5a30a.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/eca7b47e9a0364e6.css)
21:26:46	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229c8e96ecc7fa01e6ebcd196495ed2db5%22	https://edumon-nextjs.vercel.app/_next/static/media/themify.521461b2.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/themify.521461b2.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/eca7b47e9a0364e6.css)
21:26:46	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%22747442fa76f1d9a31f9a54a2e8a4b448%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-regular-400.3580b4a9.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-regular-400.3580b4a9.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:47	63348/63348	---MCZ	200	added ('OK')	font/ttf	etag:W/%22675809e48e35c47d51c7d6fcc687ee28%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-regular-400.67a0fb74.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-regular-400.67a0fb74.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:48	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%22d5e647388e2415268b700d3df2e30a0d%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-solid-900.fd0b155c.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-solid-900.fd0b155c.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:48	394668/394668	---MCZ	200	added ('OK')	font/ttf	etag:W/%220248ab19e74fc3731de14d647db4687a%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-solid-900.6a8db53d.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-solid-900.6a8db53d.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:49	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%22005c9aa92b564b73b7582cc4f1fa49cb%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-brands-400.b6033b54.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-brands-400.b6033b54.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:50	189684/189684	---MCZ	200	added ('OK')	font/ttf	etag:W/%22bb8cd014d7a55672934233c354e1c4a3%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-brands-400.9a905705.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-brands-400.9a905705.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:50	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%22f20773a753bf1fbe9ccec04f90a470ea%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-v4compatibility.65fc685f.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-v4compatibility.65fc685f.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:51	10172/10172	---MCZ	200	added ('OK')	font/ttf	etag:W/%2258f1253e5639d508a6fe310c97327f82%22	https://edumon-nextjs.vercel.app/_next/static/media/fa-v4compatibility.e4efb16c.ttf	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/fa-v4compatibility.e4efb16c.ttf	(from https://edumon-nextjs.vercel.app/_next/static/css/53aa407c9ba667df.css)
21:26:51	202/202	---M--	200	added ('OK')	image/svg+xml	etag:%22b35ec536f884ab32d370290b57640015%22	https://edumon-nextjs.vercel.app/_next/static/media/header.d7ba75c1.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/header.d7ba75c1.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:52	1362/1362	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226aeb1737808dd2bcd1d13a8f64bd777a%22	https://edumon-nextjs.vercel.app/_next/static/media/search-2.de644223.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/search-2.de644223.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:53	13943/13943	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cd7fc50cdc41c0f58469c892f478838b%22	https://edumon-nextjs.vercel.app/_next/static/media/working-arrow.28faa344.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/working-arrow.28faa344.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:53	251/251	---M--	200	added ('OK')	image/svg+xml	etag:%228b052619dca28d67c374fec2c68a55dd%22	https://edumon-nextjs.vercel.app/_next/static/media/talent-shape.d751b727.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/talent-shape.d751b727.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:54	261/261	---M--	200	added ('OK')	image/svg+xml	etag:%2258c10d26357058f81f78c6ec7beeca18%22	https://edumon-nextjs.vercel.app/_next/static/media/video.18698109.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/video.18698109.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:54	580/580	---M--	200	added ('OK')	image/svg+xml	etag:%22fb0f93e2e3799d82b6cfd5f1a8a79e56%22	https://edumon-nextjs.vercel.app/_next/static/media/footer-title.a6c45011.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/footer-title.a6c45011.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:55	1596/1596	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fd4bf96881503f0c4f98d928a97ae9e3%22	https://edumon-nextjs.vercel.app/_next/static/media/check.2926c07f.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/check.2926c07f.svg	(from https://edumon-nextjs.vercel.app/_next/static/css/3f1d1fd199a1839b.css)
21:26:56	390184/390184	---M--	200	added ('OK')	image/png	etag:%220008b2b3fde6b6b9daf92a6d54f339a0%22	https://edumon-nextjs.vercel.app/assets/img/banner-2.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/banner-2.png	(from https://edumon-nextjs.vercel.app/home-2)
21:26:57	4397/4397	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dc0302ca5e4ba8495aa45354f98ec889%22	https://edumon-nextjs.vercel.app/assets/img/partners/dark/1.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/dark/1.svg	(from https://edumon-nextjs.vercel.app/home-2)
21:26:57	8531/8531	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224f529a1bdb4a6ab337e4d17e41f997bf%22	https://edumon-nextjs.vercel.app/assets/img/partners/dark/2.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/dark/2.svg	(from https://edumon-nextjs.vercel.app/home-2)
21:26:58	6071/6071	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2289aae3a7d77ccb4777d0d3df23b0fcc0%22	https://edumon-nextjs.vercel.app/assets/img/partners/dark/3.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/dark/3.svg	(from https://edumon-nextjs.vercel.app/home-2)
21:26:59	5025/5025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c76a20ab528e28d8d336e308e9dcfbeb%22	https://edumon-nextjs.vercel.app/assets/img/partners/dark/4.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/dark/4.svg	(from https://edumon-nextjs.vercel.app/home-2)
21:26:59	4757/4757	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a6732f7df29376b201a88397fca50b2c%22	https://edumon-nextjs.vercel.app/assets/img/partners/dark/5.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/dark/5.svg	(from https://edumon-nextjs.vercel.app/home-2)
21:27:00	10187/10187	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e2c2664808d70a6961f474884953cbd3%22	https://edumon-nextjs.vercel.app/_next/static/chunks/447-6b1cc9fbbdfd2dd4.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/447-6b1cc9fbbdfd2dd4.js	(from https://edumon-nextjs.vercel.app/home-2)
21:27:00	25178/25178	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f0d661e4fb0ec1b33efb4a345e09a890%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/home-2/page-9891133f3a2661fd.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/home-2/page-9891133f3a2661fd.js	(from https://edumon-nextjs.vercel.app/home-2)
21:27:01	130045/130045	---M--	200	added ('OK')	image/jpeg	etag:%220f282dd7dcb86dc120df3702d7cd3ffe%22	https://edumon-nextjs.vercel.app/assets/img/faq.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/faq.jpg	(from https://edumon-nextjs.vercel.app/home-2)
21:27:02	50097/50097	---M--	200	added ('OK')	image/png	etag:%223a3faa2d3d357a5d76907767d3c617cd%22	https://edumon-nextjs.vercel.app/assets/img/cta/1.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/cta/1.png	(from https://edumon-nextjs.vercel.app/home-2)
21:27:03	38599/38599	---M--	200	added ('OK')	image/png	etag:%225d4c68bc3f2b0087d993a32e242b0ebe%22	https://edumon-nextjs.vercel.app/assets/img/cta/2.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/cta/2.png	(from https://edumon-nextjs.vercel.app/home-2)
21:27:04	2239/2239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cdc8379f1f1bdfbb242587548dc72710%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/courses/page-d3df08a0a5286711.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/courses/page-d3df08a0a5286711.js	(from https://edumon-nextjs.vercel.app/courses)
21:27:05	578674/578674	---M--	200	added ('OK')	image/jpeg	etag:%22962815e1e5ff062508d3697f6e363b70%22	https://edumon-nextjs.vercel.app/assets/img/bg/banner.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/bg/banner.jpg	(from https://edumon-nextjs.vercel.app/home-2)
21:27:05	118877/118877	---M--	200	added ('OK')	image/jpeg	etag:%22fb0c5a6ec2e89bfb7d7e6247298a215c%22	https://edumon-nextjs.vercel.app/assets/img/courses/5.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/courses/5.jpg	(from https://edumon-nextjs.vercel.app/courses)
21:27:06	137031/137031	---M--	200	added ('OK')	image/jpeg	etag:%2218a06141dc99a1b356664fdd3b5d5e92%22	https://edumon-nextjs.vercel.app/assets/img/courses/6.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/courses/6.jpg	(from https://edumon-nextjs.vercel.app/courses)
21:27:07	2239/2239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22edd5d7cf404f9a476608e38bef896931%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/courses-2/page-b0a3b580b551ecee.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/courses-2/page-b0a3b580b551ecee.js	(from https://edumon-nextjs.vercel.app/courses-2)
21:27:08	203509/203509	---M--	200	added ('OK')	image/jpeg	etag:%22f9c69ba6131b5793628f1d1e99a63635%22	https://edumon-nextjs.vercel.app/assets/img/courses/cdetails.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/courses/cdetails.jpg	(from https://edumon-nextjs.vercel.app/course-details)
21:27:09	13948/13948	---M--	200	added ('OK')	image/jpeg	etag:%22dbc51ecac54e9160079b32d609965ebf%22	https://edumon-nextjs.vercel.app/assets/img/instructor.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/instructor.jpg	(from https://edumon-nextjs.vercel.app/course-details)
21:27:10	147651/147651	---M--	200	added ('OK')	image/jpeg	etag:%22ad1728ef4999af07af293a18d373de61%22	https://edumon-nextjs.vercel.app/assets/img/courses/cd2.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/courses/cd2.jpg	(from https://edumon-nextjs.vercel.app/course-details)
21:27:11	27757/27757	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252ab263db25cb671b56547e83d1e3246%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/course-details/page-a641fd2b68bd96d6.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/course-details/page-a641fd2b68bd96d6.js	(from https://edumon-nextjs.vercel.app/course-details)
21:27:12	2239/2239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f9770a978ce2bbd681be000fe9532747%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/grid-blog/page-7b3d894568e6e9d3.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/grid-blog/page-7b3d894568e6e9d3.js	(from https://edumon-nextjs.vercel.app/grid-blog)
21:27:13	7607/7607	---MCZ	200	added ('OK')	application/javascript	etag:W/%228555a45344982a1c3a6aced96a946113%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/standard-blog/page-09a35d367728ea51.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/standard-blog/page-09a35d367728ea51.js	(from https://edumon-nextjs.vercel.app/standard-blog)
21:27:14	198266/198266	---M--	200	added ('OK')	image/jpeg	etag:%22b34c127886d36fc5cabad6bf7c3aa993%22	https://edumon-nextjs.vercel.app/assets/img/blog/bdetails.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/blog/bdetails.jpg	(from https://edumon-nextjs.vercel.app/blog-details)
21:27:15	10309/10309	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cfa5c2af9cfdfe937a54a5fa1071afe8%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/blog-details/page-f01a685cd83e523a.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/blog-details/page-f01a685cd83e523a.js	(from https://edumon-nextjs.vercel.app/blog-details)
21:27:16	2239/2239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2247c2fc9f904a802ce21e1b81fa3c63cb%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/cart/page-a25b1360f03e8342.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/cart/page-a25b1360f03e8342.js	(from https://edumon-nextjs.vercel.app/cart)
21:27:17	10131/10131	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e35e86d9a4e8a03828794292be80a256%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/checkout/page-730ac20a909b1c74.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/checkout/page-730ac20a909b1c74.js	(from https://edumon-nextjs.vercel.app/checkout)
21:27:18	2239/2239	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ea65944140477dac84331588ef72ce0%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/login/page-e4d84c09b1bb422f.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/login/page-e4d84c09b1bb422f.js	(from https://edumon-nextjs.vercel.app/login)
21:27:19	2239/2239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22132c3f69c544f4901e9f2ac85d88d185%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/register/page-ba4f86f3f3ab0cf6.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/register/page-ba4f86f3f3ab0cf6.js	(from https://edumon-nextjs.vercel.app/register)
21:27:20	379/379	---M--	200	added ('OK')	application/javascript	etag:%222f1b1cadc097ee31408685c99dd0e274%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/about/page-ff75331f990f27e7.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/about/page-ff75331f990f27e7.js	(from https://edumon-nextjs.vercel.app/about)
